"Qual porta lógica funciona como um detector de coincidência, dando saída 1 quando as entradas são iguais?",Porta XNOR.
Qual é o símbolo matemático utilizado para representar a operação XNOR?,$\odot$.
Qual é a expressão booleana para a porta XNOR com entradas $A$ e $B$?,$X = A \odot B$ (ou $\overline{A \oplus B}$).
Como são chamadas as representações algébricas que descrevem a lógica de um circuito digital?,Expressões lógicas (ou funções lógicas).
"Na ordem de precedência dos operadores lógicos, qual deve ser avaliado primeiro?",NOT (Negação).
"Na ordem de precedência dos operadores lógicos, qual deve ser avaliado por último?",OR (Disjunção).
"Qual elemento gráfico em uma expressão lógica indica que uma parte deve ser resolvida antes de outras, alterando a precedência padrão?",Parênteses.
Duas funções lógicas são consideradas ____ se produzirem os mesmos valores de saída para todas as combinações de entrada.,Equivalentes.
A expressão $X = A \cdot A$ é logicamente equivalente a qual variável simples?,$X = A$.
"Em um diagrama lógico, se a saída de uma porta AND é conectada à entrada de uma porta OR, qual operação é realizada primeiro?",Operação AND.
Qual é o resultado de $1 \oplus 0$?,1.
Qual é o resultado de $1 \oplus 1$?,0.
Qual é o resultado de $0 \odot 0$?,1.
Qual é o resultado de $1 \odot 0$?,0.
"Para o cálculo de $L = A + B + C$ com valores binários, a operação OR deve ser realizada de forma ____.",Bit a bit.
"Se $A = 1$ e $B = 0$, qual é o valor de $X = A \cdot B$?",0.
"Se $A = 0110$ e $B = 1101$, qual é o resultado de $A \text{ AND } B$ operado bit a bit?",$0100$.
"Qual porta lógica pode ser usada para acionar um motor a partir de dois botões, onde o motor liga se APENAS UM botão for pressionado?",Porta XOR.
"Na porta NAND, se as entradas forem $A=1$ e $B=1$, qual será a saída?",0.
"Na porta NOR, se as entradas forem $A=1$ e $B=0$, qual será a saída?",0.
Como se lê a expressão $X = \overline{A}$?,$X$ é igual a NOT $A$ (ou $A$ negado/inverso).
Qual porta lógica tem saída 1 quando a entrada é 0?,Porta NOT.
"Qual é a saída de uma porta OR com entradas $0, 0, 1$?",1.
"Qual é a saída de uma porta AND com entradas $1, 1, 0$?",0.
A expressão $X = A + B \cdot C$ segue qual ordem de execução sem parênteses?,"Primeiro $B \cdot C$ (AND), depois a soma com $A$ (OR)."
O que acontece com os valores da tabela-verdade de uma porta OR ao se tornar uma porta NOR?,Todos os valores de saída são invertidos.
"Em uma porta automática que exige 'Morador' E 'Cartão Ativo', qual porta lógica descreve essa condição?",Porta AND.
Um alarme que toca se 'Fumaça' OU 'Botão Emergência' for ativado utiliza qual lógica?,Lógica OR.
Qual é o valor de $\overline{1 \cdot 0}$ na lógica NAND?,1.
Qual é o valor de $\overline{1 + 1}$ na lógica NOR?,0.
Quantas variáveis de entrada uma porta NOT pode ter?,Apenas uma.
A porta NAND é frequentemente chamada de ____.,Universal (por permitir construir outras portas).
"Na expressão $S = (A \cdot B) + C$, qual operação está dentro dos parênteses?",Operação AND.
"Se $A = 1$ e $B = 1$, qual é o resultado de $A \oplus B$?",0.
"Se $A = 0$ e $B = 0$, qual é o resultado de $A \odot B$?",1.
A porta lógica que produz 1 se o número de entradas em nível alto for ímpar (para 2 entradas) é a ____.,XOR.
"Qual é o valor de saída de $Y = (\text{NOT } A) \text{ AND } (B \text{ OR } C)$ para $A=0, B=0, C=1$?",1.
Simplificar um circuito digital usando álgebra booleana ajuda a reduzir o quê?,Custos e complexidade do hardware.
"Na lógica digital, a condição 'Verdadeiro' é equivalente ao bit ____.",1.
"Na lógica digital, a condição 'Desligado' é equivalente ao bit ____.",0.
Um sensor de porta de elevador (fechada=1) e um botão (pressionado=1) acionam o motor via qual porta?,Porta AND.
A luz interna de um carro (porta aberta=1 ou interruptor=1) é controlada por qual porta lógica?,Porta OR.
Como é o símbolo da porta AND em comparação à porta OR?,"A porta AND tem um formato reto na entrada, enquanto a OR é curva."
