Quais são os símbolos utilizados na base hexadecimal?,"$0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E$ e $F$."
Diferencie sistemas de numeração posicionais de não posicionais.,"Nos posicionais, o valor do algarismo depende de sua posição; nos não posicionais, o valor é fixo (ex: números romanos)."
"Em sistemas posicionais, o que acontece quando a contagem em uma posição atinge o último algarismo válido?",A posição retorna a $0$ e a posição imediata à esquerda cresce uma unidade ('vai um').
Como o computador representa imagens digitais no formato PNG?,Como uma sequência de bits ($0$s e $1$s) que especificam os pixels.
"No processamento de dados, o que é o 'Data Processing'?",Série de atividades ordenadas para produzir informações a partir de dados iniciais.
O que são sinais de controle e comunicação no barramento de controle?,Pulsos elétricos com duração e intervalos distintos que servem a propósitos específicos de coordenação.
Qual o propósito da memória cache de nível 1 ($L1$)?,Fornecer dados ao processador na velocidade mais próxima possível de sua operação interna.
Memórias ROM são classificadas como não _____ pois não perdem dados sem energia.,Voláteis
Qual tipo de encapsulamento de memória possui contatos independentes nos dois lados do módulo?,DIMM (Dual In Line Memory Module).
Quais são as duas operações básicas permitidas pela memória RAM?,Leitura (recuperar) e Escrita (armazenar).
"Na hierarquia de memória, qual nível possui o maior custo por bit e a menor capacidade?",Registradores.
Sistemas batch processam tarefas _____ a presença interativa do usuário.,Sem
Qual a principal vantagem de sistemas com múltiplos processadores em termos de 'disponibilidade'?,"Se um processador falha, o sistema continua operando com os demais, embora com menor desempenho."
O termo 'Cluster' refere-se a quais tipos de sistemas?,Servidores interligados que trabalham de modo transparente ao usuário como um único sistema.
Qual a função do registrador 'Flags' na CPU?,"Indicar o resultado ou condições especiais de certas instruções (ex: zero, sinal, estouro)."
"Na conversão de unidades, se a seta de mudança de prefixo aponta para a direita, o expoente da base será _____.",Negativo
A que valor decimal equivale o dígito 'C' na base hexadecimal?,$12$.
O que constitui a 'camada lógica' de um computador na visão de máquina de níveis?,O Software (aplicativos e dados).
