Qual é a função primordial do Sistema Operacional ($SO$)?,Administrar os recursos de hardware e fornecer uma interface para a interação do usuário.
O que faz o 'Gerenciamento de Processos' em um $SO$?,Controla a execução de programas e aloca o tempo necessário do processador para cada aplicativo.
O que são 'Drivers'?,"Softwares que permitem a comunicação entre o sistema operacional e hardwares específicos, como impressoras."
Cite dois exemplos de sistemas operacionais exclusivos para dispositivos móveis.,Android e iOS.
O que é 'Firmware'?,Um software gravado em chips de memória que controla as funções fundamentais de inicialização do hardware.
O que acontece durante o processo de 'Boot'?,O firmware testa o hardware básico e carrega o sistema operacional na memória.
Qual é a função do 'Middleware'?,Atuar como uma ponte intermediária que permite a comunicação e integração entre diferentes sistemas ou aplicações.
"Em uma analogia automotiva, o que representam o hardware e o software?","O hardware são as peças físicas (motor, rodas); o software são os sistemas de controle (GPS, injeção eletrônica)."
O que caracteriza uma 'Linguagem Compilada'?,O código é traduzido integralmente por um compilador em um arquivo executável antes de ser rodado.
O que caracteriza uma 'Linguagem Interpretada'?,O código é lido e executado linha por linha por um interpretador no momento da execução.
Cite uma vantagem e uma desvantagem das linguagens compiladas.,Vantagem: desempenho superior; Desvantagem: menor flexibilidade para mudanças rápidas.
Python e JavaScript são exemplos de qual tipo de linguagem quanto à execução?,Linguagens interpretadas.
O que define uma linguagem de 'Baixo Nível'?,"Sua proximidade com o hardware, utilizando instruções que a CPU entende diretamente (como Assembly)."
Qual é a principal vantagem das linguagens de 'Alto Nível'?,"Utilizam comandos intuitivos próximos da lógica humana, facilitando e acelerando o desenvolvimento."
O que são 'Paradigmas de Programação'?,Modelos ou estilos que orientam como os programas são estruturados e como as soluções são desenhadas.
O que propõe o 'Paradigma Orientado a Objetos'?,Organizar o programa em entidades (objetos) que possuem atributos (características) e métodos (comportamentos).
Qual paradigma foca em uma sequência de instruções organizadas como uma receita?,Paradigma Procedural (ou Estruturado).
O que é uma 'IDE' (Ambiente de Desenvolvimento Integrado)?,"Uma ferramenta que reúne editor de texto, depurador e outras funções para facilitar a criação de softwares."
O Visual Studio Code e o PyCharm são exemplos de qual tipo de ferramenta?,IDE (Ambiente de Desenvolvimento Integrado).
O paradigma _____ organiza o programa em funções matemáticas puras sem alterar variáveis externas.,Funcional
A unidade de medida _____ equivale a $1.024$ Terabytes.,Petabyte ($PB$)
O primeiro programa a entrar em ação ao ligar o computador é o _____.,Firmware
O sistema binário utiliza apenas os dígitos _____ para representar informações.,$0$ e $1$
A memória _____ mantém os dados mesmo após o desligamento do dispositivo.,Persistente (ou permanente)
"Um prompt eficaz deve ser _____, detalhado e bem-direcionado.",Claro
A IA que gera sugestões de manchetes ou imagens inéditas é classificada como IA _____.,Generativa
O teste que avalia a inteligência de uma máquina em uma conversa é o Teste de _____.,Turing
Linguagens como C e C++ são exemplos clássicos de linguagens _____.,Compiladas
"No paradigma _____, a pessoa programadora detalha o passo a passo de como a tarefa deve ser feita, controlando o fluxo diretamente.",Imperativo
O sistema operacional _____ é de código aberto e amplamente usado em servidores.,Linux
Os chips que armazenam o firmware nos computadores modernos são conhecidos como _____.,UEFI (ou BIOS)
"A velocidade da CPU é medida em _____, indicando quantas operações ocorrem por segundo.",Gigahertz ($GHz$)
A unidade de armazenamento $1.024$ Gigabytes corresponde a $1$ _____.,Terabyte
A _____ dos circuitos eletrônicos permitiu que os hardwares se tornassem mais potentes e compactos ao longo do tempo.,Miniaturização
A IA _____ é treinada para produzir conteúdos originais simulando a criatividade humana.,Generativa
O conceito de 'nuvem' e 'grandes volumes de dados' favoreceu o avanço do _____ nas décadas de 2000 e 2010.,Aprendizado de Máquina (Machine Learning)
O firmware _____ substitui a antiga BIOS em equipamentos modernos.,UEFI
A linguagem _____ é a tradução direta de instruções em binário que a CPU processa.,De máquina
O componente de hardware que gerencia o fluxo de energia e interconecta todas as peças é a placa-_____.,Mãe
O armazenamento em _____ utiliza chips eletrônicos e é significativamente mais rápido que discos magnéticos.,SSD
"O termo 'IoT' refere-se à Internet das _____, que utiliza microcontroladores para conectar objetos ao mundo digital.",Coisas
"Em termos de memória, o nível _____ do cache é geralmente o mais rápido e está mais próximo do núcleo da CPU.",$L1$
A técnica de 'Deep Learning' utiliza redes _____ generativas para produzir saídas inéditas.,Neurais
"Na engenharia de prompt, fornecer o _____ ajuda a IA a entender o cenário e o objetivo da tarefa.",Contexto
O sistema operacional _____ é exclusivo para notebooks e computadores da Apple.,MacOS
O software de código _____ permite que qualquer pessoa visualize como ele foi feito e o adapte livremente.,Aberto
A função do SO de 'Gerenciamento de _____' organiza a leitura e gravação de dados em HDs ou pen drives.,Arquivos
"O paradigma de programação _____ foca no 'quê' deve ser feito em vez do 'como', usando funções puras.",Funcional
